w.speed,angle,Freq
0.0,0.0,0.000228310502284
0.0,3.0,0.000228310251142
0.0,6.0,0.000114155
0.0,9.0,0.00022831
0.0,12.0,0.000342465753426
0.0,18.0,0.000114155
0.0,21.0,0.00022831
0.0,27.0,0.000342465753426
0.0,30.0,0.000228310502284
0.0,33.0,0.000456621004568
0.0,39.0,0.000342465251142
0.0,42.0,0.00022831
0.0,45.0,0.000342465502284
0.0,48.0,0.000342465251142
0.0,57.0,0.000114155
0.0,60.0,0.000342465251142
0.0,63.0,0.000456620502284
0.0,66.0,0.000114155251142
0.0,69.0,0.000114155251142
0.0,72.0,0.000342465502284
0.0,75.0,0.000342465251142
0.0,78.0,0.000570776004568
0.0,87.0,0.000114155251142
0.0,90.0,0.000228310251142
0.0,93.0,0.000228310502284
0.0,96.0,0.000342465502284
0.0,99.0,0.000456620502284
0.0,102.0,0.000342465502284
0.0,105.0,0.000114155251142
0.0,111.0,0.000114155251142
0.0,114.0,0.000114155251142
0.0,117.0,0.000342465502284
0.0,120.0,0.000114155251142
0.0,123.0,0.000342465502284
0.0,126.0,0.000456620753426
0.0,129.0,0.000114155251142
0.0,132.0,0.000228310251142
0.0,141.0,0.000228310502284
0.0,144.0,0.000114155251142
0.0,153.0,0.000342465251142
0.0,156.0,0.00022831
0.0,159.0,0.000228310251142
0.0,162.0,0.000114155251142
0.0,165.0,0.000342465502284
0.0,168.0,0.000228310251142
0.0,171.0,0.00045662025114199997
0.0,177.0,0.000114155
0.0,183.0,0.000114155251142
0.0,186.0,0.0005707752511419999
0.0,189.0,0.000114155251142
0.0,195.0,0.000342465753426
0.0,198.0,0.000456620502284
0.0,201.0,0.000228310251142
0.0,204.0,0.000114155251142
0.0,207.0,0.000114155251142
0.0,210.0,0.000114155251142
0.0,213.0,0.000114155251142
0.0,216.0,0.0005707752511419999
0.0,219.0,0.000114155
0.0,222.0,0.000228310251142
0.0,225.0,0.000114155
0.0,228.0,0.000228310251142
0.0,231.0,0.000114155
0.0,234.0,0.000456620753426
0.0,237.0,0.000114155
0.0,240.0,0.000456620502284
0.0,243.0,0.000114155
0.0,252.0,0.000228310251142
0.0,255.0,0.000342465753426
0.0,258.0,0.00045662
0.0,261.0,0.000114155
0.0,264.0,0.000114155251142
0.0,267.0,0.000114155
0.0,270.0,0.000114155
0.0,273.0,0.000228310502284
0.0,276.0,0.000114155
0.0,279.0,0.000114155251142
0.0,282.0,0.000570775753426
0.0,285.0,0.000228310251142
0.0,288.0,0.000114155
0.0,291.0,0.000456621004568
0.0,297.0,0.000114155
0.0,300.0,0.000114155
0.0,303.0,0.000114155
0.0,309.0,0.000342465251142
0.0,312.0,0.000342465251142
0.0,315.0,0.000228310251142
0.0,318.0,0.00045662025114199997
0.0,321.0,0.000114155251142
0.0,324.0,0.000114155251142
0.0,327.0,0.000684930502284
0.0,333.0,0.000342465502284
0.0,339.0,0.000114155
0.0,348.0,0.000342465502284
0.0,354.0,0.000228310251142
0.0,357.0,0.000114155
1.0,0.0,0.001940637260278
1.0,3.0,0.001369862009136
1.0,6.0,0.001027395753426
1.0,9.0,0.000570776004568
1.0,12.0,0.001484016757994
1.0,15.0,0.00159817251142
1.0,18.0,0.000799086757994
1.0,21.0,0.001255707260278
1.0,24.0,0.002054792260278
1.0,27.0,0.00251141376713
1.0,30.0,0.001712326506852
1.0,33.0,0.001598172009136
1.0,36.0,0.001141551757994
1.0,39.0,0.001141551757994
1.0,42.0,0.00148401751142
1.0,45.0,0.001027395753426
1.0,48.0,0.000684931004568
1.0,51.0,0.000342465753426
1.0,54.0,0.001484017260278
1.0,57.0,0.001369862260278
1.0,60.0,0.0015981715068519998
1.0,63.0,0.00125570625571
1.0,66.0,0.0018264812557099999
1.0,69.0,0.001940638264846
1.0,72.0,0.00136986125571
1.0,75.0,0.001940636757994
1.0,78.0,0.001141551506852
1.0,81.0,0.00148401625571
1.0,84.0,0.00125570625571
1.0,87.0,0.001940637009136
1.0,90.0,0.00125570625571
1.0,93.0,0.00091324125571
1.0,96.0,0.00171232751142
1.0,99.0,0.00148401625571
1.0,102.0,0.001255705502284
1.0,105.0,0.001027395502284
1.0,108.0,0.001141551506852
1.0,111.0,0.001369862762562
1.0,114.0,0.000799086004568
1.0,117.0,0.001598171757994
1.0,120.0,0.001255706506852
1.0,123.0,0.001484016506852
1.0,126.0,0.001141551506852
1.0,129.0,0.001141552009136
1.0,132.0,0.001598172762562
1.0,135.0,0.001255706757994
1.0,138.0,0.001369861506852
1.0,141.0,0.000913241004568
1.0,144.0,0.00114155125571
1.0,147.0,0.001141552009136
1.0,150.0,0.000913241506852
1.0,153.0,0.000913241506852
1.0,156.0,0.00136986125571
1.0,159.0,0.00148401625571
1.0,162.0,0.001255706004568
1.0,165.0,0.00114155125571
1.0,168.0,0.001141551757994
1.0,171.0,0.001598171757994
1.0,174.0,0.001712327009136
1.0,177.0,0.001141551757994
1.0,180.0,0.001141551757994
1.0,183.0,0.001940637009136
1.0,186.0,0.00114155125571
1.0,189.0,0.001598172260278
1.0,192.0,0.001255705753426
1.0,195.0,0.00148401625571
1.0,198.0,0.001940637762562
1.0,201.0,0.001141551757994
1.0,204.0,0.001141551004568
1.0,207.0,0.002054791757994
1.0,210.0,0.001255706506852
1.0,213.0,0.001484016757994
1.0,216.0,0.002511412260278
1.0,219.0,0.002168948013704
1.0,222.0,0.00136986125571
1.0,225.0,0.001255705753426
1.0,228.0,0.0015981715068519998
1.0,231.0,0.001141551004568
1.0,234.0,0.001712327009136
1.0,237.0,0.001940636757994
1.0,240.0,0.001141551004568
1.0,243.0,0.001484016757994
1.0,246.0,0.001255707009136
1.0,249.0,0.001712326506852
1.0,252.0,0.0009132407534259999
1.0,255.0,0.000913241506852
1.0,258.0,0.0009132405022839999
1.0,261.0,0.001484016757994
1.0,264.0,0.0011415505022839998
1.0,267.0,0.001598171757994
1.0,270.0,0.001826482260278
1.0,273.0,0.000913241004568
1.0,276.0,0.001712326506852
1.0,279.0,0.001255707009136
1.0,282.0,0.0015981715068519998
1.0,285.0,0.00114155125571
1.0,288.0,0.00102739625571
1.0,291.0,0.001712326506852
1.0,294.0,0.00136986125571
1.0,297.0,0.001255706757994
1.0,300.0,0.001484016004568
1.0,303.0,0.002283102009136
1.0,306.0,0.0015981712557099998
1.0,309.0,0.001027396004568
1.0,312.0,0.001940637009136
1.0,315.0,0.001484017009136
1.0,318.0,0.0015981710045679999
1.0,321.0,0.001369862009136
1.0,324.0,0.0015981715068519998
1.0,327.0,0.001484017260278
1.0,330.0,0.0010273972602779999
1.0,333.0,0.001598171757994
1.0,336.0,0.001712327260278
1.0,339.0,0.0015981712557099998
1.0,342.0,0.001255706506852
1.0,345.0,0.002283102009136
1.0,348.0,0.0015981715068519998
1.0,351.0,0.001712326757994
1.0,354.0,0.00159817251142
1.0,357.0,0.00159817251142
1.0,360.0,0.000114155251142
2.0,0.0,0.00285387876713
2.0,3.0,0.002853878013704
2.0,6.0,0.002397257762562
2.0,9.0,0.002968034018272
2.0,12.0,0.002283102260278
2.0,15.0,0.0031963430137039997
2.0,18.0,0.002853879269414
2.0,21.0,0.003767120525124
2.0,24.0,0.003995429269414
2.0,27.0,0.00251141251142
2.0,30.0,0.002054792260278
2.0,33.0,0.0021689477625619997
2.0,36.0,0.0030821892694139997
2.0,39.0,0.0026255677625619997
2.0,42.0,0.001826482009136
2.0,45.0,0.0030821882648459998
2.0,48.0,0.002511414018272
2.0,51.0,0.002625569018272
2.0,54.0,0.002283102762562
2.0,57.0,0.00205479251142
2.0,60.0,0.001940637009136
2.0,63.0,0.001598171757994
2.0,66.0,0.002283101506852
2.0,69.0,0.00205479251142
2.0,72.0,0.0015981715068519998
2.0,75.0,0.00308218751142
2.0,78.0,0.00251141251142
2.0,81.0,0.002397258013704
2.0,84.0,0.003196344269414
2.0,87.0,0.002853879269414
2.0,90.0,0.001940637762562
2.0,93.0,0.00251141251142
2.0,96.0,0.002511412762562
2.0,99.0,0.001712327260278
2.0,102.0,0.002968033264846
2.0,105.0,0.001369862009136
2.0,108.0,0.0026255685159879997
2.0,111.0,0.001598171757994
2.0,114.0,0.002853877762562
2.0,117.0,0.002283103013704
2.0,120.0,0.003310497762562
2.0,123.0,0.002511411757994
2.0,126.0,0.002283102762562
2.0,129.0,0.002283102260278
2.0,132.0,0.002397259018272
2.0,135.0,0.002968033515988
2.0,138.0,0.00273972251142
2.0,141.0,0.002968032009136
2.0,144.0,0.002853878013704
2.0,147.0,0.00285387876713
2.0,150.0,0.002968032762562
2.0,153.0,0.002054792009136
2.0,156.0,0.00194063751142
2.0,159.0,0.002054791506852
2.0,162.0,0.0026255685159879997
2.0,165.0,0.0030821885159879998
2.0,168.0,0.002853878515988
2.0,171.0,0.002853879269414
2.0,174.0,0.002397257260278
2.0,177.0,0.0026255680137039997
2.0,180.0,0.0026255682648459997
2.0,183.0,0.0030821895205559997
2.0,186.0,0.002511413515988
2.0,189.0,0.00262556876713
2.0,192.0,0.00285387876713
2.0,195.0,0.002739723264846
2.0,198.0,0.002853878013704
2.0,201.0,0.002968033264846
2.0,204.0,0.001712327762562
2.0,207.0,0.0021689477625619997
2.0,210.0,0.002283103264846
2.0,213.0,0.00296803251142
2.0,216.0,0.002397257762562
2.0,219.0,0.002397258264846
2.0,222.0,0.003881274520556
2.0,225.0,0.00319634376713
2.0,228.0,0.002283104269414
2.0,231.0,0.002625569269414
2.0,234.0,0.0030821887671299997
2.0,237.0,0.001712326757994
2.0,240.0,0.003196343264846
2.0,243.0,0.003424654520556
2.0,246.0,0.002739723264846
2.0,249.0,0.002968034520556
2.0,252.0,0.003424654771698
2.0,255.0,0.0026255677625619997
2.0,258.0,0.00331049876713
2.0,261.0,0.002853878013704
2.0,264.0,0.00319634376713
2.0,267.0,0.003196344520556
2.0,270.0,0.003652964520556
2.0,273.0,0.003424654269414
2.0,276.0,0.003881275273982
2.0,279.0,0.002739723264846
2.0,282.0,0.002968033264846
2.0,285.0,0.00251141251142
2.0,288.0,0.002283102260278
2.0,291.0,0.002968034269414
2.0,294.0,0.002853878515988
2.0,297.0,0.002853879520556
2.0,300.0,0.00285387876713
2.0,303.0,0.002739723264846
2.0,306.0,0.004566205525124
2.0,309.0,0.0026255680137039997
2.0,312.0,0.0026255672602779998
2.0,315.0,0.003310497762562
2.0,318.0,0.00285387876713
2.0,321.0,0.002853878013704
2.0,324.0,0.002853878515988
2.0,327.0,0.00331049876713
2.0,330.0,0.0036529637671299997
2.0,333.0,0.003995429771698
2.0,336.0,0.00205479125571
2.0,339.0,0.003995430525124
2.0,342.0,0.002853879018272
2.0,345.0,0.00331050002284
2.0,348.0,0.00319634376713
2.0,351.0,0.0030821892694139997
2.0,354.0,0.0026255677625619997
2.0,357.0,0.003424655273982
2.0,360.0,0.000114155
3.0,0.0,0.0035388097716979997
3.0,3.0,0.0042237407762659995
3.0,6.0,0.003424653264846
3.0,9.0,0.003310499771698
3.0,12.0,0.005479448036544
3.0,15.0,0.003881274771698
3.0,18.0,0.003881273515988
3.0,21.0,0.004109584771698
3.0,24.0,0.002853878515988
3.0,27.0,0.004566205776266
3.0,30.0,0.005365291780834
3.0,33.0,0.003196344520556
3.0,36.0,0.003310499018272
3.0,39.0,0.003424654018272
3.0,42.0,0.0026255682648459997
3.0,45.0,0.004337894771698
3.0,48.0,0.003196343515988
3.0,51.0,0.002397257260278
3.0,54.0,0.002968032762562
3.0,57.0,0.00262556876713
3.0,60.0,0.00331049751142
3.0,63.0,0.002739722762562
3.0,66.0,0.00342465251142
3.0,69.0,0.004109584269414
3.0,72.0,0.002968034018272
3.0,75.0,0.00239725751142
3.0,78.0,0.00331049876713
3.0,81.0,0.0035388092694139998
3.0,84.0,0.0021689472602779997
3.0,87.0,0.0030821882648459998
3.0,90.0,0.00205479251142
3.0,93.0,0.0030821885159879998
3.0,96.0,0.0021689475114199997
3.0,99.0,0.0026255682648459997
3.0,102.0,0.0015981712557099998
3.0,105.0,0.003310498515988
3.0,108.0,0.002511413515988
3.0,111.0,0.002397258264846
3.0,114.0,0.003082190273982
3.0,117.0,0.002739723013704
3.0,120.0,0.002739722762562
3.0,123.0,0.002739723515988
3.0,126.0,0.003881275273982
3.0,129.0,0.00296803376713
3.0,132.0,0.003196344269414
3.0,135.0,0.002968033264846
3.0,138.0,0.002853878264846
3.0,141.0,0.00331049876713
3.0,144.0,0.0021689475114199997
3.0,147.0,0.001484016506852
3.0,150.0,0.003881274269414
3.0,153.0,0.003424654771698
3.0,156.0,0.0030821890182719997
3.0,159.0,0.002397257762562
3.0,162.0,0.0052511365296919995
3.0,165.0,0.00331049876713
3.0,168.0,0.0030821887671299997
3.0,171.0,0.003196344771698
3.0,174.0,0.003881275273982
3.0,177.0,0.00342465502284
3.0,180.0,0.0042237402739819995
3.0,183.0,0.003652964018272
3.0,186.0,0.0036529637671299997
3.0,189.0,0.004337896027408
3.0,192.0,0.00388127502284
3.0,195.0,0.00422374002284
3.0,198.0,0.005479446529692
3.0,201.0,0.003767119520556
3.0,204.0,0.003310499520556
3.0,207.0,0.003995429771698
3.0,210.0,0.002968033264846
3.0,213.0,0.003310499269414
3.0,216.0,0.003652964018272
3.0,219.0,0.002739723264846
3.0,222.0,0.0042237397716979996
3.0,225.0,0.004109585273982
3.0,228.0,0.003995429520556
3.0,231.0,0.003995430273982
3.0,234.0,0.003881275525124
3.0,237.0,0.00376712002284
3.0,240.0,0.0030821895205559997
3.0,243.0,0.004109586027408
3.0,246.0,0.004452050776266
3.0,249.0,0.003310499018272
3.0,252.0,0.0036529627625619997
3.0,255.0,0.0035388097716979997
3.0,258.0,0.003995429520556
3.0,261.0,0.0035388090182719998
3.0,264.0,0.003310498515988
3.0,267.0,0.004109584771698
3.0,270.0,0.0036529635159879997
3.0,273.0,0.003424655273982
3.0,276.0,0.004794516780834
3.0,279.0,0.0035388100228399997
3.0,282.0,0.00468036127855
3.0,285.0,0.004223739269414
3.0,288.0,0.003652964520556
3.0,291.0,0.003196344269414
3.0,294.0,0.0021689475114199997
3.0,297.0,0.003767120525124
3.0,300.0,0.003652964269414
3.0,303.0,0.00342465376713
3.0,306.0,0.005707757031976
3.0,309.0,0.004908672031976
3.0,312.0,0.003995429520556
3.0,315.0,0.004566206529692
3.0,318.0,0.0042237397716979996
3.0,321.0,0.005479446027408
3.0,324.0,0.004452049269414
3.0,327.0,0.005593600525124
3.0,330.0,0.004680361780834
3.0,333.0,0.00445205002284
3.0,336.0,0.004566207031976
3.0,339.0,0.004109586027408
3.0,342.0,0.0057077577854019994
3.0,345.0,0.00399543002284
3.0,348.0,0.00479451753426
3.0,351.0,0.005593601529692
3.0,354.0,0.00445205002284
3.0,357.0,0.00513698127855
3.0,360.0,0.000114155
4.0,0.0,0.00479451502284
4.0,3.0,0.005593601780834
4.0,6.0,0.004680360776266
4.0,9.0,0.005821912283118
4.0,12.0,0.003310500273982
4.0,15.0,0.0043378955251239994
4.0,18.0,0.002511414018272
4.0,21.0,0.004109585525124
4.0,24.0,0.003652964771698
4.0,27.0,0.00422374002284
4.0,30.0,0.003881274269414
4.0,33.0,0.00388127502284
4.0,36.0,0.00468036127855
4.0,39.0,0.003652964018272
4.0,42.0,0.003652964269414
4.0,45.0,0.003196343264846
4.0,48.0,0.003424654269414
4.0,51.0,0.003424654771698
4.0,54.0,0.003424654018272
4.0,57.0,0.003767118264846
4.0,60.0,0.001826483013704
4.0,63.0,0.002283102762562
4.0,66.0,0.002853878264846
4.0,69.0,0.002739723264846
4.0,72.0,0.001712326757994
4.0,75.0,0.003310499018272
4.0,78.0,0.00273972376713
4.0,81.0,0.00296803376713
4.0,84.0,0.002054792260278
4.0,87.0,0.0021689465068519998
4.0,90.0,0.00319634376713
4.0,93.0,0.0035388092694139998
4.0,96.0,0.00308218751142
4.0,99.0,0.00251141251142
4.0,102.0,0.0026255677625619997
4.0,105.0,0.002283102009136
4.0,108.0,0.002739722762562
4.0,111.0,0.0030821885159879998
4.0,114.0,0.003652964771698
4.0,117.0,0.002739723264846
4.0,120.0,0.003424654520556
4.0,123.0,0.003424653013704
4.0,126.0,0.002397257762562
4.0,129.0,0.00388127376713
4.0,132.0,0.0027397215068519997
4.0,135.0,0.003424654520556
4.0,138.0,0.00376711876713
4.0,141.0,0.003424654018272
4.0,144.0,0.0030821890182719997
4.0,147.0,0.00456620502284
4.0,150.0,0.003196343515988
4.0,153.0,0.0030821882648459998
4.0,156.0,0.003881275273982
4.0,159.0,0.004109585273982
4.0,162.0,0.0061643775342599995
4.0,165.0,0.004223741027408
4.0,168.0,0.0035388100228399997
4.0,171.0,0.00456620502284
4.0,174.0,0.004337895273982
4.0,177.0,0.005022825525124
4.0,180.0,0.004452051529692
4.0,183.0,0.006392689292254
4.0,186.0,0.0046803615296919995
4.0,189.0,0.005593602785402
4.0,192.0,0.00593606753426
4.0,195.0,0.005593601780834
4.0,198.0,0.004908671027408
4.0,201.0,0.005707758036544
4.0,204.0,0.006050223036544
4.0,207.0,0.0047945162785499994
4.0,210.0,0.00559360127855
4.0,213.0,0.003995431780834
4.0,216.0,0.004109585776266
4.0,219.0,0.003767120273982
4.0,222.0,0.003881275273982
4.0,225.0,0.006735153538827999
4.0,228.0,0.004680362785402
4.0,231.0,0.004337896529692
4.0,234.0,0.00525113878997
4.0,237.0,0.00445205002284
4.0,240.0,0.00433789627855
4.0,243.0,0.004223741027408
4.0,246.0,0.0043378955251239994
4.0,249.0,0.0035388097716979997
4.0,252.0,0.003881275273982
4.0,255.0,0.00353881127855
4.0,258.0,0.00399543127855
4.0,261.0,0.00502282753426
4.0,264.0,0.005136980776266
4.0,267.0,0.004794516529692
4.0,270.0,0.0046803610274079996
4.0,273.0,0.004452050273982
4.0,276.0,0.004566205273982
4.0,279.0,0.005821911780834
4.0,282.0,0.004109585525124
4.0,285.0,0.00536529127855
4.0,288.0,0.0036529635159879997
4.0,291.0,0.00559360002284
4.0,294.0,0.003881275525124
4.0,297.0,0.006278533538828
4.0,300.0,0.006050223538828
4.0,303.0,0.007191774292253999
4.0,306.0,0.0062785307762659994
4.0,309.0,0.006506843538828
4.0,312.0,0.006392688538828
4.0,315.0,0.0066209982876859995
4.0,318.0,0.0060502232876859996
4.0,321.0,0.005936068036544
4.0,324.0,0.006164379292254
4.0,327.0,0.007305929794538
4.0,330.0,0.006278534292254
4.0,333.0,0.005936068287686
4.0,336.0,0.00639269004568
4.0,339.0,0.005936069041112
4.0,342.0,0.00662100004568
4.0,345.0,0.006849307283118
4.0,348.0,0.00742008378997
4.0,351.0,0.006392688036544
4.0,354.0,0.006849307785402
4.0,357.0,0.006392688287686
4.0,360.0,0.000342465753426
5.0,0.0,0.0061643785388279995
5.0,3.0,0.005593602031976
5.0,6.0,0.006849306278549999
5.0,9.0,0.0057077572831179995
5.0,12.0,0.005136981027408
5.0,15.0,0.0042237397716979996
5.0,18.0,0.00365296502284
5.0,21.0,0.005821911529691999
5.0,24.0,0.004223740525124
5.0,27.0,0.00593606753426
5.0,30.0,0.004223739269414
5.0,33.0,0.002397257762562
5.0,36.0,0.00365296502284
5.0,39.0,0.003652965525124
5.0,42.0,0.003767119018272
5.0,45.0,0.0031963420091359997
5.0,48.0,0.004109584771698
5.0,51.0,0.003196343515988
5.0,54.0,0.002397257762562
5.0,57.0,0.0035388105251239997
5.0,60.0,0.002511413515988
5.0,63.0,0.003767119771698
5.0,66.0,0.0030821880137039998
5.0,69.0,0.002511414018272
5.0,72.0,0.001940637009136
5.0,75.0,0.002054792762562
5.0,78.0,0.002968034269414
5.0,81.0,0.00262556876713
5.0,84.0,0.002853879520556
5.0,87.0,0.002283103013704
5.0,90.0,0.00251141376713
5.0,93.0,0.0021689470091359997
5.0,96.0,0.001940637762562
5.0,99.0,0.002739723515988
5.0,102.0,0.001940636757994
5.0,105.0,0.00342465376713
5.0,108.0,0.002853878515988
5.0,111.0,0.0030821882648459998
5.0,114.0,0.002739722762562
5.0,117.0,0.002511413013704
5.0,120.0,0.0021689470091359997
5.0,123.0,0.003652964520556
5.0,126.0,0.00353880751142
5.0,129.0,0.004566205525124
5.0,132.0,0.0036529632648459997
5.0,135.0,0.004452051529692
5.0,138.0,0.0035388095205559997
5.0,141.0,0.003196343515988
5.0,144.0,0.0035388095205559997
5.0,147.0,0.003767119771698
5.0,150.0,0.0042237407762659995
5.0,153.0,0.00490867127855
5.0,156.0,0.002968033515988
5.0,159.0,0.005593602031976
5.0,162.0,0.004680362283118
5.0,165.0,0.0052511365296919995
5.0,168.0,0.005936067785402
5.0,171.0,0.005707758036544
5.0,174.0,0.006392689794538
5.0,177.0,0.006050222785402
5.0,180.0,0.0047945162785499994
5.0,183.0,0.005251135776266
5.0,186.0,0.007534241803673999
5.0,189.0,0.00696346378997
5.0,192.0,0.006278531529692
5.0,195.0,0.005365292785402
5.0,198.0,0.00684930753426
5.0,201.0,0.005593603287686
5.0,204.0,0.00684931004568
5.0,207.0,0.006050223538828
5.0,210.0,0.00525113753426
5.0,213.0,0.003881276780834
5.0,216.0,0.00388127502284
5.0,219.0,0.00547944753426
5.0,222.0,0.004452050776266
5.0,225.0,0.005593601780834
5.0,228.0,0.003424654520556
5.0,231.0,0.00456620753426
5.0,234.0,0.00513698127855
5.0,237.0,0.003652964771698
5.0,240.0,0.002853878264846
5.0,243.0,0.005936066780834
5.0,246.0,0.0043378955251239994
5.0,249.0,0.006735154794538
5.0,252.0,0.00399543127855
5.0,255.0,0.005479446529692
5.0,258.0,0.004109584771698
5.0,261.0,0.005136981529692
5.0,264.0,0.004794516027408
5.0,267.0,0.005936069292254
5.0,270.0,0.005136983036544
5.0,273.0,0.005936067031976
5.0,276.0,0.003881276027408
5.0,279.0,0.005365290525124
5.0,282.0,0.004794515525124
5.0,285.0,0.004908671027408
5.0,288.0,0.0060502237899699995
5.0,291.0,0.004337897031976
5.0,294.0,0.006050223036544
5.0,297.0,0.008333325547964
5.0,300.0,0.00547944753426
5.0,303.0,0.007990862054816
5.0,306.0,0.006050223036544
5.0,309.0,0.007990860547964
5.0,312.0,0.0087899475571
5.0,315.0,0.006735154292254
5.0,318.0,0.00616437878997
5.0,321.0,0.007762550296822
5.0,324.0,0.006735155296822
5.0,327.0,0.00662100004568
5.0,330.0,0.00616437878997
5.0,333.0,0.007762549794538
5.0,336.0,0.006849309292254
5.0,339.0,0.007876704292254
5.0,342.0,0.0101598075571
5.0,345.0,0.008447482808242
5.0,348.0,0.006506843287686
5.0,351.0,0.00684930878997
5.0,354.0,0.006164376780834
5.0,357.0,0.0070776195433959995
5.0,360.0,0.000114155
6.0,0.0,0.006963461780834
6.0,3.0,0.006963461780834
6.0,6.0,0.00582191127855
6.0,9.0,0.005936066780834
6.0,12.0,0.005022825273982
6.0,15.0,0.00479451502284
6.0,18.0,0.004680360525124
6.0,21.0,0.003881272762562
6.0,24.0,0.00273972251142
6.0,27.0,0.00273972376713
6.0,30.0,0.003881274269414
6.0,33.0,0.004452049018272
6.0,36.0,0.002739723264846
6.0,39.0,0.002968034520556
6.0,42.0,0.0030821890182719997
6.0,45.0,0.00273972251142
6.0,48.0,0.002853876757994
6.0,51.0,0.0026255682648459997
6.0,54.0,0.003424653515988
6.0,57.0,0.002283102260278
6.0,60.0,0.00205479251142
6.0,63.0,0.0026255675114199998
6.0,66.0,0.001484017260278
6.0,69.0,0.001826483013704
6.0,72.0,0.0035388105251239997
6.0,75.0,0.0018264817579939998
6.0,78.0,0.001826482260278
6.0,81.0,0.002283102762562
6.0,84.0,0.002853879269414
6.0,87.0,0.002511413264846
6.0,90.0,0.00273972376713
6.0,93.0,0.002397257762562
6.0,96.0,0.002511413264846
6.0,99.0,0.0021689470091359997
6.0,102.0,0.002968034018272
6.0,105.0,0.0030821882648459998
6.0,108.0,0.002853878264846
6.0,111.0,0.003995429520556
6.0,114.0,0.003310499269414
6.0,117.0,0.00410958376713
6.0,120.0,0.003310498515988
6.0,123.0,0.00331049876713
6.0,126.0,0.0030821892694139997
6.0,129.0,0.003995430273982
6.0,132.0,0.0035388090182719998
6.0,135.0,0.004109585776266
6.0,138.0,0.004109585525124
